term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199
longing,-0.01204251,-0.09908613,-0.4680912,-0.3024671,-0.29067802,-0.72745055,-0.18068369,0.28790322,-0.057639897,0.34526798,0.33874902,-0.16984728,-0.030832727,-0.35933152,0.27715695,0.38535982,0.034376282,-0.59488237,0.0497653,-0.61019427,-0.08542364,0.39476743,-0.33295065,0.63280404,0.010820491,0.037196632,0.2514948,0.12854154,-0.9197675,0.06658972,0.46311417,-0.20594718,-0.17562267,-0.44109616,0.16335088,0.22054331,0.07484415,-0.45487198,-0.04876202,0.15231189,-0.26464796,0.040942833,0.33899114,-0.2561352,-0.08863126,0.3215747,0.4988267,-0.55700105,-0.1618528,-0.91173816,-0.023347128,0.6763999,0.060322504,0.21211529,0.016007623,0.29327193,-0.0842818,0.4472948,0.10183915,-0.43683225,0.26029104,-0.08414253,-0.21775125,0.004784287,-0.77885216,0.6340206,0.20395964,0.21302675,0.25941974,-0.13487393,-0.19333038,0.32893148,-0.099317625,0.25653225,-0.039312586,-0.2090234,-0.15615967,0.010298605,0.32415548,-0.61578184,0.5886272,-0.6242501,-0.03295143,-0.21521094,-0.17349955,-0.21209462,-0.5035994,-0.1165859,0.26906613,0.35302553,-0.08660302,-0.39876822,0.8519313,0.46595538,-0.07007794,0.15969594,0.43199977,-0.34969568,0.09766104,-0.046709348,-0.65358496,0.399614,0.100779,0.08964295,-0.3493472,0.38605368,-0.22885163,0.19305775,0.024667187,-0.383783,0.021830063,-0.3090217,0.32376868,0.40141436,0.00023187415,0.6108032,0.39172545,-0.2625312,-0.03397415,0.26057673,-0.112584814,-0.40582666,0.37022626,-0.48064527,-0.038148448,-0.29653087,0.10006658,-0.48962584,-0.015596764,0.6766347,0.37838483,-0.009455102,0.045317873,0.18788388,0.29664358,0.36629173,0.041816916,-0.89093983,-0.1208893,0.4718609,0.013471921,-0.5337652,-0.121122815,-0.6706841,0.55204004,-0.06905788,-0.12752858,0.028990878,-0.31444153,-0.24996509,-0.6546814,-0.123008385,-0.24265039,0.07814164,-0.37382767,-0.15778866,0.20000598,-0.3021122,-0.27909744,-0.06714934,0.10608037,0.37875634,-0.09642811,-0.06266843,-0.0028493644,-0.19877592,-0.20711529,-0.04375518,-0.38479203,-0.48532107,-0.10542249,-0.011283408,0.1640422,-0.562733,-0.61491966,0.5774417,0.3272097,0.68960136,-0.17473042,0.2149296,-0.1885144,-0.025738778,-0.30394435,-0.6762631,-0.06294938,-0.42410722,0.10036479,-0.103610106,-0.19725382,0.05859702,0.3254241,0.2767336,0.507498,-0.096214384,0.44015312,0.36588895,0.5197262,0.30859894,0.38619858,0.6492915
hypnotic,-0.6862357,-0.1038672,0.59674025,-0.32062,-0.078137755,-0.47431487,-0.06395178,-0.079900704,-0.11121232,0.15721925,0.0009379158,0.523104,-0.41861594,-0.18179254,0.18632384,-0.34663296,-0.03481669,-0.17017356,-0.3164108,-0.06033759,-0.26061028,0.25936612,0.12615675,0.121988244,0.21172512,-0.36708942,-0.21507432,-0.39412677,-0.55581653,0.39033347,-0.024964752,0.06501589,-0.2170382,-0.35421744,0.3085174,0.28776953,-0.4889889,-0.31903,0.38298225,-0.12544632,0.0060211825,-0.043700445,0.40490252,-0.18334167,-0.26813075,0.40419433,-0.06564992,-0.09059799,0.25743228,0.09539064,-0.38751093,-0.08334113,-0.29461107,0.01576008,-0.5802694,0.48268923,-0.08148099,-0.29804352,-0.3644406,-0.113475055,0.5856694,-0.035974894,-0.48516566,-0.23999578,-0.41532522,0.34734702,0.3051366,-0.08934156,0.19802204,0.12205558,0.046442427,0.15864103,0.47825208,0.37898278,-0.05313918,0.42732662,-0.5319533,0.09075214,-0.20461206,0.5556132,0.07896647,0.33120725,0.36085972,0.22448197,-0.6768379,0.15640628,0.11035911,0.16449066,-0.38412648,-0.3641365,-0.14580959,-0.039424412,0.44883677,-0.08749013,-0.10451172,-0.26311153,0.18132687,-0.4911925,0.34204763,-0.4239588,0.12010092,0.037979417,-0.100375,-0.21900308,-0.16888812,0.11964852,-0.36138287,-0.19005539,-0.19698198,-0.5697318,-0.06870751,-0.37339345,0.110799305,-0.13312498,0.6121499,0.5278009,0.025467627,-0.433295,-0.37919807,-0.34116656,-0.08910852,-0.08738908,0.21371426,-0.06985079,0.11313872,-0.2255073,0.010814098,-0.3125336,-0.06075654,0.2053743,0.05814953,0.322091,0.25852406,-0.18567564,-0.16256824,-0.0034943123,0.05446185,-0.48989943,-0.51350963,-0.484187,0.022724742,-0.3143947,-0.46675768,-0.57187295,-0.15207559,-0.37257665,-0.3273422,0.22893567,0.29534042,-0.19213326,-0.11211095,0.2436177,-0.030670919,0.261434,-0.14258213,-0.05729126,-0.06300854,0.12953831,0.26611394,0.24562202,-0.05777908,-0.18013366,-0.2661906,-0.25998396,0.075718,0.52406025,-0.29043928,-0.16244242,-0.08738625,0.23282114,-0.31328693,0.28361174,0.35437638,-0.2807398,-0.45276955,0.48688048,0.109110616,0.22646506,0.010100862,-0.010320002,-0.0018264521,-0.07616139,-0.21154271,0.12632123,0.5870714,-0.16737944,0.28107014,-0.15717122,-0.51453155,-0.05610352,-0.34117097,-0.64629275,0.21908766,0.038596854,-0.21969025,-0.05018051,-0.091413826,0.19373323,0.4012415,-0.014382452
serious,0.27066788,0.5668254,-0.7360394,-0.8725658,-0.14316073,-0.99030715,-0.27016726,-0.27710733,0.8131763,0.6685925,0.14862892,0.5367887,-0.53766686,-0.17958982,0.4180593,0.35610548,0.501173,0.29554012,0.15074724,-0.2719048,0.18062446,0.01913827,0.29805246,-0.1709889,0.34489515,-0.23415041,-0.93665373,0.26225063,-0.56568235,0.6618363,-0.3672172,0.63100845,-0.42046055,0.60860574,-0.099633686,1.1782467,-0.09845901,-0.829951,-1.0052834,-0.86973757,0.04938209,0.29308262,-0.9002542,0.30342153,-0.078622535,-0.11179572,0.33096492,1.2338762,-0.34714907,0.6040278,-0.089774996,-0.13801265,-0.30058843,-0.99410814,0.9122994,0.30492705,-0.7557574,-0.54742503,0.33311453,-1.2017334,0.6280612,0.23265663,-0.42011094,0.35354942,0.14798662,0.53189224,0.26267827,1.1414399,0.7186346,0.48130316,-0.52411544,1.0553433,0.58567995,-0.28518188,0.73376554,0.1830408,-0.76509327,-0.5739166,0.3430618,-0.6874413,-0.07734434,-0.5148573,0.6926164,1.2995527,-1.099566,-0.026372211,-0.21152255,-0.5075861,-0.3599909,0.4354726,-0.6955491,-0.6261833,-0.63538766,0.4723893,-1.1205667,-0.3412406,0.5437833,0.4421061,1.0127138,0.07761911,-0.8395724,0.18420142,1.0064905,0.0705398,0.8335523,0.30429086,-0.853877,-1.0014933,-0.7502723,-0.87403756,-0.09277769,-0.3430446,-0.30645457,-0.0014284665,0.084477164,0.31205913,-0.4080911,-0.77438205,0.733006,0.47444576,0.57342076,-0.35064423,0.99218446,-0.625551,0.18271151,-0.3228703,0.4140249,0.44872594,0.099249825,0.47440106,0.40309566,0.13622685,-0.3503328,0.31722763,-0.6368199,0.682455,0.48533618,-1.8264275,1.6058508,-1.1877528,-0.35800856,0.2627237,0.207452,0.26961845,-0.92339104,0.38820904,-0.4028355,0.8999963,0.729984,0.6012875,0.59282976,-0.052370176,-0.18603131,-0.305234,0.30654356,-0.71114904,-0.121162966,-0.83194923,0.23007645,0.5113303,0.039574005,-0.83864945,0.5295379,-0.5837908,0.48353785,-0.18500157,-0.3206035,-0.42826727,-0.34825733,-1.0212389,0.039910916,-0.683341,0.25412768,-0.51808345,0.4885144,-0.19074808,0.5163678,-0.47306696,-0.8435987,0.5588654,-0.6448857,-0.033656623,-0.94485563,0.9513673,0.0010111384,-0.43495864,0.9686668,-0.20975582,-0.2278993,0.08130455,0.8727127,-0.8758266,0.6421684,-0.053168986,0.18621898,-0.82010806,-0.7387185,1.2501359,0.3005192,-0.20105869
exciting,-0.82721597,0.12895706,0.35979828,-0.21132508,-0.17323783,-0.5601145,-0.39371666,-0.2121176,0.25022948,0.13572766,0.8791445,0.120733924,-0.55965203,0.36247808,-0.0032555328,0.44348553,3.514446e-05,-0.46571046,-0.087842174,-0.5088231,-0.36065552,-0.22618864,0.35776818,0.97539186,-0.60573584,0.26729515,0.11472036,-0.16560027,-0.64255476,0.36229396,-0.44574615,-0.0065188673,0.3191342,-0.5723752,-0.07415247,1.2190161,0.13036393,-0.29773924,-0.5428659,0.056612168,0.5771805,-0.57630074,-0.09135577,0.20845847,-0.57353383,-0.30277076,0.11161873,0.08929621,0.325803,0.18221189,0.34774107,0.22222911,-0.12110889,0.1294721,-0.2724731,0.31723866,-0.94768775,0.25957522,0.16906475,0.2901261,0.67491096,0.36259064,-0.06493801,-0.6406714,0.17248306,-0.28740767,0.1372973,-0.30206123,0.20892033,-0.013650815,-0.32705963,0.148428,0.10107085,0.69835716,-0.21828656,0.13297896,0.18684548,0.09675695,-0.08230616,0.3218547,-0.12767975,0.15775448,0.21716987,0.06134022,-0.6831423,-0.61041576,-0.70830774,-0.0988959,-0.49928427,-0.07193109,-1.2298237,-0.7093599,0.16371931,-0.5636214,0.06001265,-0.25640813,0.024589907,-0.42410874,0.22591613,-0.14576514,0.14304091,0.34279424,0.5393935,-0.08591752,-0.31615958,0.8504247,-0.37376213,0.19189008,-0.6193124,0.22397065,0.053786892,-0.5464507,0.7239571,-0.10014025,0.36875212,0.57655823,0.010836309,0.19673523,-0.08402529,-0.48220128,-0.078440085,0.5865776,0.26068375,-0.20901605,0.17707412,0.15952788,0.4315404,-0.11285623,-0.23651019,-0.08323213,0.09657384,-0.38505155,-0.4292946,-0.9631762,-0.14240411,-0.38296747,0.60491586,-0.40197265,0.8642588,-0.18646485,0.14480467,-0.53731793,0.051565792,-0.045653842,0.5881008,-0.6068046,-0.33967397,0.4490093,-0.062267125,-0.082645886,-0.5724034,0.33560374,1.4658786,0.5111766,0.075078554,-0.0054493644,0.10562297,-0.061342496,0.94812363,-0.1023743,0.12948304,0.123215325,-0.42098585,-0.6368987,0.7808519,0.51247567,-1.2033728,0.28653505,-0.33706614,-0.1922332,-0.0043754503,0.021890137,0.14221711,-0.059543073,0.15089664,0.26180243,0.2227251,0.762397,0.26642746,0.00779728,0.1071663,0.3317898,-0.16958743,-0.18479459,0.51152235,-0.9833074,0.96676373,-0.65638095,-0.3341094,-0.041701607,-0.06403157,-0.10453181,-0.06043272,-0.2704994,-0.5959394,0.3763115,-0.48445258,0.31376445,0.28203952,0.56873137
cheerful,-0.59166527,-0.42960694,0.1553375,0.16198634,-0.16424574,0.05873397,-0.31776384,-0.2342038,-0.13923137,0.27259567,-0.08452415,-0.21525794,-0.04086616,0.15831438,-0.1471459,0.1655174,0.05041868,-0.16588338,0.3584749,0.036818873,-0.44711366,-0.40020734,0.055104636,0.65810347,0.09178855,-0.6010178,0.19386305,0.27303016,-0.02447142,0.4573924,-0.32513133,0.50225323,0.08513536,-0.42898047,0.07718317,0.7869662,0.34144935,-0.2609012,-0.85273564,-0.19606903,-0.20234214,0.12087391,0.28667152,0.55095065,-0.18765324,-0.023971569,-0.19833319,0.7934508,0.5136764,-0.23771003,-0.32332987,0.1546889,-0.20480154,-0.2748284,-0.09413014,-0.16737203,-0.013580686,0.35344672,-0.15413499,-0.059457358,0.19168666,0.04450388,-0.2017416,0.12190489,0.17350903,0.33465895,0.40234128,0.104968324,-0.07137746,0.19994149,-0.2739708,1.0193821,-0.28686428,0.07987617,0.15079343,0.23090151,-0.9043877,0.2716554,0.05921306,0.428082,0.26989275,0.118624866,0.7057712,0.11994507,-0.088043034,-0.06329105,0.057492945,0.15100247,-0.6732737,-0.06014441,-0.13638648,-0.7377893,0.11980755,0.84245026,-0.33554986,-0.13115309,0.11900581,0.017458677,0.07209126,-0.2902646,-0.52986467,0.14205681,-0.26635644,-0.038065728,-0.23698819,0.6968604,0.11120979,-0.52155644,-0.28070605,-0.39201155,-0.29705402,0.10482852,-0.13878824,-0.25087062,0.2356217,0.034903314,-0.6162261,-0.12268125,0.13329737,-0.77333367,-0.43855706,0.3851688,0.65543616,-0.30454352,-0.12669568,-0.23290184,-0.2572094,-0.58503443,0.35347283,-0.32864657,0.3569199,0.20110053,0.17455786,-0.317241,0.14750746,0.063973196,0.11378875,-0.11798995,0.34351707,-0.3536087,0.26883832,-0.30967274,-0.45328203,-0.39186537,0.11483204,0.2872896,-0.05168337,0.3236391,-0.23973753,0.38808826,0.1307015,0.84345865,0.033476483,0.59780544,0.05904921,-0.033689894,0.42294282,0.029872375,0.2923084,0.26354226,0.058454048,-0.213128,0.53282386,-0.4104523,0.22412235,-0.13162486,-0.29927114,-0.24951899,0.22617777,-0.44512033,0.10250338,-0.5521056,0.27753428,-0.015751619,-0.30589232,0.06756911,0.1671534,0.08974996,-0.056701645,-0.18690364,0.18089716,0.015197136,0.102747545,-0.19980484,0.18193114,-0.22571209,0.19973119,-0.37421495,-0.8780503,0.11678598,0.12347759,0.081284456,0.2190082,-0.009986892,0.07102376,-0.38968655,0.10128613,0.05548954,0.28624249,-0.4925855
meditation,-0.8495971,-0.10651456,-0.32008988,-0.18666595,0.046369713,-0.7202136,-0.24181831,-0.002481523,0.53637475,0.6231053,0.283257,0.48673478,-0.45113775,-0.59001845,0.32612437,0.6337586,0.21866305,-0.31783465,0.3553648,-0.3663374,-0.44442043,0.14895585,0.0027128402,0.3735355,-0.69012916,-0.9923381,0.19014035,-1.1279045,-0.87335545,0.6908008,-0.29317126,0.64804107,-0.36765358,-0.2070687,-0.13517636,-0.31120893,-0.07622671,0.65576226,0.1760089,-0.069802925,0.5884676,-0.12559213,0.5427587,-0.49202168,-0.3982436,0.6718164,-0.23493099,0.4328404,0.5013777,-0.30897942,-0.18766078,0.33214238,-0.07402459,-0.5066127,-0.10003427,0.45107976,0.28193223,0.2841456,-0.15496232,-0.6575891,-0.007946874,-0.29792252,0.07748893,0.02623977,-0.641314,-0.24036069,0.6883252,-0.0726589,0.14670119,0.31784752,-0.44041672,-0.038514912,0.47994864,0.507184,0.21195467,-0.011151902,0.14460222,0.5803578,-0.14477755,0.51471275,-0.15831517,0.43979445,-0.28687856,0.10088826,-0.7530926,0.3853723,0.03859243,-0.5110253,-0.36860406,0.19001397,-0.0030020147,0.33127993,0.45426226,0.7069892,-0.14774308,0.17077067,-0.6055042,-0.16678706,-0.24825104,0.45149165,-0.5418559,-0.21627618,-0.687059,0.102596305,0.281289,0.68493336,-0.4746866,-0.06382581,-0.101482145,0.6292705,-0.085854486,0.032249015,0.012715616,0.54296196,-0.1127186,1.0064579,0.11781507,0.006124597,-0.106882036,-0.8349028,-0.32268623,0.021941101,0.20553401,-0.83161473,0.10361993,0.110112324,0.20271425,-0.16622603,-0.13597158,0.88285714,0.9487205,0.13529971,-0.42442074,0.19445707,-0.864305,0.5041656,-0.29796642,-0.33540112,0.428043,0.82618403,-0.27666825,-0.26752347,-0.26893103,-1.5499045,1.5025872,-0.56207067,-0.4739855,0.35865676,-0.040452987,-0.041070744,-0.11565443,-0.14205362,-0.09946602,-0.07438878,-0.44345617,-1.0566523,-0.46756628,-0.92833066,0.3472265,-0.092386216,-0.20058928,-0.080338106,-0.18702337,0.19835049,0.07355439,0.21533754,-0.71639526,0.054088995,-0.35606617,0.075652026,-0.70202976,-0.09953496,0.34898603,-0.5322002,-0.5540822,0.58043176,1.1010118,-0.2725924,0.037111674,-0.09208824,-0.26297396,-0.48005635,0.37320337,-0.28667676,0.49681723,-0.3456062,0.05990407,0.56270134,-0.13965309,-0.033905715,0.025008714,-0.021634262,0.47827324,0.057172485,0.14516778,0.6865297,0.11570483,-0.095407695,-0.19668587,-0.008347619
bored,-1.406251,-0.8376652,-0.06524738,-0.9249065,0.63697785,0.52393687,-1.0505865,0.32228634,-0.28502178,0.7307142,0.4822562,0.5241984,-0.418167,-0.95064026,0.33211747,0.36448786,1.1150205,-0.06172086,-1.2722586,0.69408524,-1.2657607,1.313229,0.12442764,1.6014918,1.0788207,-0.5428278,-0.041717682,-0.056364365,0.50065005,0.3982602,-0.025737925,0.5388917,-0.5059204,-0.98200995,0.5295702,0.93658024,0.1574337,-1.1206504,-0.09239648,-0.25537437,-1.088989,-0.37220648,-0.15194143,0.0024511477,0.46699572,-1.0687871,0.2987514,1.5522175,0.531784,-0.3692113,0.12894844,0.8510075,-0.8470569,-0.52811575,0.14072059,0.4641874,-0.8273321,-0.4083437,0.32287425,0.17285278,0.9174421,-0.7931639,-1.0773964,0.8141832,-1.6486222,0.5549923,-0.39228806,0.08350753,0.33003825,-0.8621988,0.6446004,0.117765985,-0.33851865,0.47417656,0.093442224,0.70708436,-0.4034235,-0.91843075,1.3886116,0.009196219,-0.21110156,-0.20554543,0.19953822,-0.3103549,-0.24909335,0.78062886,-0.4658858,0.6528714,-1.2125278,-0.8032368,-1.6485445,0.12150178,1.1545738,-0.342242,-0.12767255,0.32363918,0.6066272,0.2143517,-0.11251771,0.14516094,0.78233874,0.13135022,-0.17239195,-0.08428143,0.6019497,-0.02076836,0.5294375,0.108537346,-0.38579363,-1.2160935,-0.2689583,0.29669422,-0.3526978,1.0607803,0.09530302,0.3727402,0.5575216,-0.37304026,0.4144839,-0.3622073,0.2968582,-0.5654144,0.60477835,0.83929884,0.14846809,0.11914273,-0.12490138,-0.16760232,-0.30331054,-0.86418444,-0.17123319,-0.19899774,-0.50069124,-0.4779199,0.12254661,0.45153168,-0.32811463,-1.1580756,-1.3323586,0.12575002,0.017401824,-0.33700034,-1.579593,0.25596023,-0.23937753,-0.047973562,-1.2140533,-0.7617407,-0.4864729,-1.1975135,-1.268839,0.41596153,-0.30526066,-0.5763901,0.2553852,0.13244006,-0.7999018,-0.078857765,-0.64806384,-0.020197455,-0.32711267,-0.90214777,-0.62381643,0.4314392,0.1710083,1.020535,0.1328086,0.6649459,-0.09519554,-0.01952143,0.31955963,-0.13161176,-0.4075708,-0.6423628,-0.5579045,-0.14843655,-0.17820887,-0.046943728,-0.3806528,-0.12458588,-0.9332931,1.1201543,-1.1257445,-0.51266134,0.270999,-0.6306571,0.51862746,-0.1165822,0.12115287,0.53839904,-0.4838344,-0.5781804,-0.54999787,-0.79898393,0.4391299,0.37138104,1.367169,-0.22521262,-0.39529952,0.93961245
passionate,-0.36025393,0.5057518,-0.2619516,-0.48432288,0.08699486,-0.6591818,-0.19965596,-0.2057477,-0.61382324,-0.21801257,0.64925474,0.34280238,0.09094245,0.16752462,-0.36031592,0.13766794,0.15299065,-0.63443273,-0.15934886,0.29085237,-0.9934039,0.24562822,-0.9455662,0.5248916,0.22561088,0.047558602,-0.044355143,-0.11124964,-0.5168534,0.53792226,-0.005894734,-0.08728293,-0.37057227,-0.3318941,-0.060568053,0.69092166,-0.24774285,-0.6594819,-0.16766275,0.3914368,-0.38103363,-0.17503785,0.36223057,-0.52014333,-0.34890404,-0.23049046,-0.31231242,-0.22306786,0.48626938,-0.25185618,-0.15608083,0.46093512,0.21982336,-0.62018025,0.085169435,0.31690383,0.29974443,0.46248254,-0.11820732,-0.04536384,0.078064226,-0.73303324,0.1318692,-0.3646282,-0.10568311,0.47183356,0.34252518,0.5454761,0.5326694,-0.21113238,0.032694045,-0.12615101,-0.29888287,0.19438706,-0.78529257,-0.11694963,-0.27241278,0.3884739,-0.053840328,0.32331383,0.34259805,0.20346044,-0.088205576,-0.3501666,0.21076228,0.31975305,-0.25688225,0.19659652,-0.6502296,-0.106208235,0.13385414,-0.405952,-0.60564864,0.57560074,0.31873128,0.16169831,0.5386625,-0.18106943,-0.5845883,-0.13904655,-0.6934703,0.2804437,-0.40458074,0.40179396,-0.24996644,-0.36107382,-0.05995849,-0.61678594,-0.26304558,-0.30434585,-0.15762933,-0.032826975,-0.29291946,0.23593189,0.31236964,-0.46708712,0.057416555,0.38064614,-0.6492026,-0.008464141,-0.30838683,0.3006497,-0.014734673,-0.4502678,-0.7988433,-0.06108609,0.39482006,-0.4785161,-0.025825018,0.078808025,-0.22990413,0.27973786,0.033021387,0.20597905,-0.94952756,-0.042290926,0.06138853,-0.45499015,-0.26637453,-0.29153886,0.01094027,-0.35524586,-0.3579431,-0.75706285,0.18778817,-0.543169,-0.0817341,0.2561591,0.43369886,-0.20254868,0.3031774,0.54179966,-0.60369384,-0.09521081,-1.0071747,-0.5008217,-0.101922296,-0.2772694,-0.3508496,0.20544034,0.38322493,0.43049198,0.3939449,-0.30157977,-0.12227062,0.12815998,-0.5639639,-0.20321403,-0.1821864,-0.074071564,0.000365796,-0.40656862,0.23922437,0.13540617,-0.46177644,0.08020468,0.5210593,0.6753057,0.014640367,0.015674198,0.27769047,-0.34685275,0.29626447,-0.010788683,0.5758977,-0.2785397,0.2027083,-0.07502318,-0.30401367,0.010961627,-0.27700046,1.0986416,0.29304233,-0.1883445,-0.13026203,0.3304002,-0.22921441,0.38261956,-0.084301956,-0.061209355
sorrow,-0.64898974,-0.5984006,0.30824646,-0.26166502,-1.0236822,-0.30280986,-0.51066566,-0.21221234,0.1310298,1.2278683,0.24810442,-0.15290266,0.6171612,-0.06981858,0.6642639,0.19170602,-0.019834822,-1.580528,1.2731042,0.24325582,-0.28995824,-0.59454566,-0.40815994,0.3019229,-0.57544446,0.08262575,1.0682479,0.38328078,0.061660815,0.51447254,0.024033012,-0.5768342,-0.5805217,0.20624712,-0.12178782,-0.15013388,0.29785985,0.5920433,-0.8555887,0.32738775,0.6147759,0.045616586,-0.6748293,0.090573356,0.00812585,0.5397984,-0.17012869,0.48818487,0.3505437,-0.7879214,0.5615778,0.24309452,-0.41007346,-0.0431004,0.06089483,-0.33943716,0.700706,-0.37389645,-0.6611511,-0.2880863,0.17245963,-0.6548261,-0.85333776,0.21656278,-0.43666533,0.80363494,-0.08529293,0.020406626,-0.35303748,0.34548098,-0.87505275,0.4359502,0.5279845,0.4084509,-0.40857533,-0.18577345,0.4935123,-0.025368767,0.44885117,0.47205934,0.25879076,0.39893812,0.88961047,-0.6844877,0.2252618,-0.35937747,0.059940398,0.21096437,-0.11211613,-0.28983048,-0.3623905,-0.19958623,0.7051246,0.2968501,-0.3507563,-0.042352173,0.34492832,-0.7591191,0.028122641,-0.07362894,-0.4249033,-0.20907485,-0.03873672,0.09294881,0.81474036,-0.6293292,-0.42290086,-0.46504644,-1.2073821,-0.2225001,-0.048278578,0.1615166,0.2943446,0.20215003,0.4246748,0.07235577,0.9514357,-0.21363555,0.7587417,-0.2371928,-0.16136804,-0.06234723,0.822815,-0.16524176,-0.43390548,0.36991966,0.3194447,0.29278806,-0.31998962,0.0006651164,0.87971973,-0.39084104,-0.0020479239,0.28071237,-0.7274954,0.09635464,0.73943865,-1.4591608,-0.75746715,-0.72473246,0.4857855,-0.13817479,-0.31758547,-0.7292112,-0.38226056,-0.22431324,0.085485496,0.6719581,0.013092776,-0.120796345,0.70677394,0.5708486,-0.34287333,0.03698388,-0.6690671,0.60218424,-0.23808078,-1.0217588,0.49558836,0.18476574,-0.12097579,0.3338106,0.75073147,0.28546774,0.30155617,-0.10225509,-0.07716094,0.46565962,0.79288423,-0.27940422,-1.1642618,0.024410034,0.46557876,-0.570344,-0.69922847,0.37539792,0.3557069,0.14875227,-0.034289982,0.5094544,-0.2217206,0.096670195,0.053893324,-0.23934154,0.5915656,-0.6296903,0.23686033,-0.23297684,0.6207221,-0.22438467,-0.24560474,0.5285976,0.8368272,-1.3197049,0.43716973,0.80445564,0.4530046,0.31637147,0.15153855,0.32133406
frustrated,-0.11324992,0.11683141,-0.60548156,-0.103141695,0.4739065,-1.0542026,-0.46091655,0.38910466,-0.057558533,1.513871,0.25728866,-0.5672827,-0.26441333,-0.30536807,0.28254673,-0.09874694,0.5390343,-1.3303766,-0.2149535,0.37764874,0.3227163,-0.27670938,0.30998883,1.3840188,0.26190022,-0.7613731,-0.2467155,0.0072403653,-0.240978,-0.26884457,0.30178347,0.527772,-0.82942307,-0.28553012,-0.54524267,1.3350652,0.41929507,-0.59546155,-2.1287262,-0.41508788,-0.2413913,0.22988963,-0.29677597,-0.19885924,0.18664925,1.4852868,0.84649944,-0.77059567,0.2322468,0.12924872,-0.72106737,0.44424233,-0.24383289,0.3798331,1.2133082,0.7449048,-0.10981138,0.6187361,0.006875756,-1.065682,-0.21959567,0.53993905,-0.37681767,1.4300711,-0.6154226,0.82160306,0.025190989,0.50904995,0.20639952,0.88750386,-0.98071444,-0.03502324,0.28206298,0.8143185,-1.0123352,0.17239286,-0.66168505,0.047810398,0.67642426,-0.1013399,-0.23303577,0.5203865,-0.77145004,-0.40324235,0.273331,-0.35442284,0.6472701,-0.16047424,0.337103,0.33150813,-0.38122976,-0.7890422,0.7995301,1.2558187,0.16215377,-0.060852032,0.06806558,0.4519224,-0.81843513,-0.35497385,-0.81839615,-0.45343173,-0.5236002,0.2965372,-0.8095028,0.1675397,-0.23051906,0.47854495,0.23186679,0.33083355,0.46301425,0.48761526,0.26805416,-0.78629106,1.1480968,0.16591823,0.5990403,0.38942608,-0.4964631,-0.06269167,-0.48284057,0.99259895,1.294021,-1.2012471,0.5564616,-0.25236824,-0.02454563,-0.033898536,-0.50978523,0.0606573,-0.9150974,1.4377375,-0.2344302,0.5022884,-0.6434025,0.07139381,0.36327687,-0.9817233,-0.7799055,-0.19770807,0.74058384,-0.030991828,0.1636635,1.1058095,-0.4846679,-1.2375875,0.1858763,0.6715714,-0.078733034,-0.5923711,0.17369601,0.13929154,-0.4420868,0.0075929947,0.19620863,-0.54237676,0.23365638,-0.07757854,0.9769259,0.38297242,-0.5079044,0.1872887,-0.0038414733,-0.9248419,0.16364487,0.037483133,-0.6490214,0.23564813,-0.2334086,0.06932504,0.19820891,-0.22407398,0.5239086,0.8836345,-1.0580579,0.8637319,0.42080992,-0.6028501,1.0091673,-0.13425316,0.13585746,0.34839967,-0.80172527,0.016734306,-0.15636282,0.1133255,1.8066869,0.41124174,-0.8312068,-0.19736747,1.232102,0.70291173,-0.113852926,-0.40324634,-0.18752035,-0.02138173,-0.3032529,0.94803774,0.09359498,0.538517
