term,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
tired,0.41948122,0.9926139,-0.6235215,-0.12356004,0.44828716,-0.10024866,-1.1212332,-1.6076065,0.2628461,1.0418104,-0.08341868,-1.5882574,-0.5907195,-0.52350706,0.39357734,0.69730395,-1.4075826,0.66115683,0.91673666,0.41882443,-0.53271776,-0.0035271936,-0.18465863,-0.5205804,0.18438041,-0.07288351,-1.2753581,0.22046801,-0.01763312,-0.2316283,-1.1938096,-0.53572327,0.7721646,-0.5409805,-1.527055,1.5260538,-0.5069399,0.737234,0.5602439,-0.99636805,-0.5617067,0.23541325,-0.58197486,0.11690621,0.0029795868,-1.2583892,0.06433389,-1.2314681,0.60600126,-1.4670774,0.102723226,0.21930023,-0.25356513,0.9332118,-1.483357,0.1488972,0.61259335,-0.6684259,0.48365837,0.2577743,0.2858389,0.12748897,-0.3553046,-1.276316,-0.8611845,-1.1895591,1.2178729,-0.97301304,-0.34732747,-0.02179975,0.5814734,-1.2244711,-0.9454227,-1.147234,-0.20041318,-0.19247326,0.9859979,0.46740016,0.39091462,-0.60510415,0.57043505,0.983748,-0.52727604,1.4888033,1.0654051,-1.2256197,0.72621846,-0.7664928,-0.45706436,0.7929404,0.44682598,1.4310406,-0.21661772,-0.14037453,1.1593728,0.7549419,0.50549525,0.8995755,0.51113236,-0.20878527
gloomy,0.18250978,0.38372973,-0.8202558,-0.31609485,0.22650829,0.37176707,-0.477905,-0.40377107,0.42325625,-0.19624159,0.038240407,0.5007291,0.46360484,-0.74433416,-0.89585996,0.020977696,-0.14561522,0.26962334,0.18778877,0.27567357,0.7727592,0.51423925,-0.061777957,-0.6444769,0.047924332,-0.26809803,-0.5433702,-0.62017536,0.05079827,-0.18983142,-0.67971283,-0.27550083,-0.35843855,0.014116338,0.0015927239,0.2365123,0.4413483,0.16699503,-0.31848067,0.5809563,-0.02111233,0.35231358,-0.18857807,-0.2225204,0.35902014,-0.581976,0.2865962,-0.33230606,1.0111942,-0.57461023,0.12729026,1.2639385,-0.08389954,0.017553443,-0.041002017,0.3883557,0.6866101,-0.6708317,-0.065202236,0.121331304,0.052368265,-0.69214207,0.7083316,-0.3794259,-0.1470316,-0.40709633,-0.2369366,-0.026988886,0.10584197,-0.677701,-0.32548195,-0.15647991,0.27555376,-0.09799004,-0.6847084,-0.9747505,-0.4602276,0.3128001,0.13767749,0.1345406,0.8903248,-0.28957364,0.6787454,0.314851,-0.35876778,-1.1128892,-0.7216696,0.4728862,0.37485814,0.23893586,0.7496514,0.648672,-0.12259472,0.014319896,0.563032,-0.42428038,-0.48689038,0.08099326,0.55803454,0.672604
loud,0.058089342,-0.07498243,-0.20533866,0.053961772,-0.11450027,0.3068077,0.13724476,-0.96543735,0.37895983,-0.56583637,-0.14576268,-0.1509514,0.269627,-0.2503568,0.8790803,-0.5911968,-0.28171724,0.17761207,-0.45013162,-0.065316975,0.14372185,0.38502145,-0.47767335,-0.079760015,-0.09061487,-0.12097746,-0.716437,0.06950113,0.2603132,-1.2070485,-0.30368754,-1.0695617,-0.31801915,-0.09971056,-0.3658799,0.06405849,-0.22389498,-0.008178773,0.06533968,-0.22836983,-0.14244105,0.88594234,0.68136966,-0.17746702,-0.25320444,-0.77205837,0.09000532,-0.7000954,0.13053618,-0.94217867,0.2001632,0.9683632,0.41217825,0.58183116,0.29725856,-0.17860642,0.40627098,-0.45174885,0.12003039,-0.3326123,0.07184439,0.20463915,0.64853984,-0.3263629,0.24449061,-0.13305219,0.32224143,-0.51888645,-0.20359552,-0.18900074,0.32580307,0.44428432,0.09432552,-1.4502934,1.1322551,-0.66192764,0.55214727,0.4455652,0.020501053,-0.23293832,0.3125503,-0.13181353,0.2961531,0.33842438,-0.41126168,-0.46818563,0.1826352,-0.68470377,0.07249021,0.9330666,-0.47257435,0.3042268,-0.060285516,1.0672463,0.5917761,-0.030366134,0.07090837,-0.28920963,0.22375725,-0.6195935
bitter,0.5934471,-0.24082729,-0.53471553,-0.83846635,0.062815435,0.067852646,0.398128,-0.49247912,0.034749005,-0.6271535,-0.07404263,0.63903844,0.5991812,-0.5130094,-0.37855366,0.3562692,-0.26489058,-0.07100954,-0.052756354,-0.15356745,-0.7552056,0.19026117,-1.1272784,-1.0518289,-0.11578265,-0.4933941,0.28874323,0.21949929,-0.41847363,0.16351491,-0.289399,0.18657711,-0.63045657,0.13514993,-0.8081853,0.6404163,-1.1130669,0.05429234,0.27988213,-0.81983346,-0.3599953,0.6012112,-0.30932662,-0.10708539,0.13546404,-0.29646075,-0.41248226,-0.5836063,0.21557274,-0.2970657,0.9099069,0.35960156,-0.2860187,-0.6751064,-0.6512043,0.5164587,0.7402676,-0.27066892,0.5516026,0.50491244,0.10453157,-0.22575396,0.44181514,-0.63811815,-0.8436363,-0.6246439,0.626543,-0.24398597,-0.070052594,-0.8325255,-0.27318472,0.47503638,0.15758128,0.19818361,0.415524,-0.67415184,-0.09601838,-0.109286085,0.3044579,-0.69113964,0.43430835,0.70833004,0.8861324,-0.03529065,0.014267793,-0.8323086,-0.6427973,-0.08948551,0.6178536,-0.33384535,-0.5109293,0.74186444,0.26885322,0.43890393,-0.14128383,-0.8553389,-0.11689126,0.40022415,-0.19263837,-0.5946734
longing,0.4318162,0.29599658,-1.2147201,-0.29249746,-0.0076802727,0.5929404,-0.32449585,-0.19627263,0.2935482,0.36817694,0.027405757,0.63425195,0.6418073,0.09515534,-0.48742163,-0.23250774,-0.48398942,0.0011284171,0.032835785,0.29519883,-0.37921283,0.48966655,-0.5515216,-0.54757553,-0.10532542,-0.33374068,-0.4468469,-0.10851263,0.6915083,-0.2889178,-0.1986063,-0.3838655,-0.32865486,0.11199185,0.33707115,-0.09687448,-0.09274631,0.6641061,0.031800892,-0.62038344,-0.0049214675,-0.005251237,-0.30689794,-0.22947316,0.11995046,-0.1303055,-0.273476,0.22942838,1.2053733,-0.45756173,0.4989957,0.6123588,0.04943625,0.7003944,-0.26118636,0.3603934,0.058385458,-0.07303071,0.15686467,0.5191251,0.50429755,-0.36029896,0.7659878,-0.21180359,-0.20779726,-0.24447677,1.0040817,-1.022486,0.45221546,-0.095134825,0.06380067,0.32473806,0.46418697,0.1948692,-0.83287567,-0.6774057,-0.24780732,-0.20124221,-0.35064977,-0.26538068,0.13818355,0.6977541,-0.14891294,0.38959652,-0.25075608,-0.5082409,0.048133995,-0.5438289,-0.06469687,-0.24952754,-0.20813197,0.3838438,0.12719111,0.3719593,0.20298369,-0.27936834,-0.14970325,-0.030952867,0.5455093,0.31273916
hypnotic,0.032942865,0.14457019,-0.505955,0.11940442,-0.11199826,0.31397048,-0.58137,-0.32359675,-0.18250792,-0.5490072,-0.0629689,0.44349942,0.65098906,0.4814941,-0.2577977,-0.09772556,-0.33181396,0.3201039,-0.27606028,0.35914773,-0.053873762,0.040029213,0.045277834,-0.65505296,-0.5590646,0.44693118,-0.31472912,-0.59833455,0.24616092,0.0035987105,-0.62349737,0.14061989,-0.07935283,0.69977224,-0.18573603,-0.3575992,0.30182028,-0.50466025,0.14345576,-0.3141299,-0.46096706,0.008060776,-0.410676,0.24556138,-0.22972445,-0.52449954,0.6441031,-1.1923685,0.5674784,-0.15100004,0.27694052,0.27549827,0.01128052,-0.11271043,-0.18927561,0.11245412,0.25602898,-0.28571543,-0.10747638,0.4349129,0.068147324,0.17342983,1.0909926,-0.18060291,-1.0105963,0.43019682,0.4553236,0.5062625,-0.28348428,-0.22119293,-0.15295646,-0.5142293,-0.098758,-0.41521883,-0.5099934,0.41321173,-0.2297864,0.5051708,0.006448203,-0.019413909,0.5705872,-0.024643771,0.50968444,0.58468866,0.23823202,-0.54640424,-0.106158,-0.08003554,0.04329634,-0.09717988,-0.4836302,0.48269516,0.37738633,0.013058449,0.7340047,0.088561445,-0.5345789,-0.19938925,0.027245961,0.038572725
serious,-0.4946375,1.0801715,-0.14480302,-1.2152969,0.013984036,0.42654094,-0.0792588,-0.80772287,0.18219185,-0.98987985,-0.31164023,0.6630858,1.7186717,-1.0962926,0.008010362,0.029097034,-1.1123128,1.0233943,0.5690121,0.6433711,-0.55490285,0.49100602,-0.46587718,-1.1848122,-0.6764777,0.14045206,-0.7450398,-1.4783075,0.47558412,0.04501174,-1.2114217,1.3351115,0.014655131,0.21491753,-0.26603457,-0.5785423,-0.06802239,-0.657267,-0.8215374,0.20689604,0.000120268895,0.8948525,-0.45657012,-0.71098995,0.72502583,0.23279953,0.60235023,-1.02339,0.9653436,0.06888295,-0.12833746,-0.32163262,-0.0068427525,-0.5744562,-0.17161496,0.10528027,1.2564352,-0.08374613,0.021450039,-0.6166865,-0.5942628,1.238951,0.8679943,-0.35923114,-0.19694601,0.27856928,0.36058706,-0.0063495412,0.67304283,0.15189102,-0.07627806,0.6098752,1.2421203,-0.66487396,0.7348291,-0.15464346,0.730938,0.08905632,0.6783403,0.12974443,0.56710386,1.3455884,0.7025646,0.1051231,-0.07882527,1.4792199,0.7830842,-0.097231336,1.8757585,0.022066547,-0.050321504,0.72827697,-1.3143986,0.8691161,0.91243225,0.07170564,-0.22773625,0.123676576,0.6042492,0.23178424
exciting,0.19111122,-0.1041835,0.12643759,-0.13431002,-0.32322899,0.7648314,0.06394099,-0.4769061,0.19182447,-0.68876714,0.29072607,0.54234684,0.31933418,0.33672968,-0.2535393,0.0030822977,-0.13484852,0.49984652,-0.538821,0.25389975,0.6513457,-0.095739685,-0.5939555,0.14425507,-0.3693257,0.58725923,-0.18342339,-0.6007554,0.7363314,0.120760195,-0.4593298,-0.3887806,0.18935384,0.36966845,-0.56479615,-0.19418977,-0.39282897,-0.33636776,-0.445542,0.24415281,-0.8119443,0.9245024,-0.2700749,-0.34600887,-0.14102407,-0.32930472,0.1870138,-0.66571957,0.118280284,-0.15652387,0.12904434,0.82533795,-0.96481943,0.60755914,-0.44374335,-0.9216313,0.14288287,-0.5308175,-0.09448205,0.08724057,0.24662693,0.17518513,1.3005894,-0.29968116,-0.6931471,0.19261454,0.6731179,0.5405935,-0.16722155,0.33864567,-0.057400733,-0.03814554,0.16264644,-0.7172657,-0.2788099,0.031674586,0.33180505,-0.7436218,0.3017838,0.57282054,0.58178085,-0.37304953,0.38031963,0.43541607,-0.48884305,-0.6393291,-0.3312317,-0.2547593,-0.44638297,-0.5362244,-0.5522447,0.49167314,0.10541215,-0.3220563,0.099722505,-0.24838908,-0.80047166,0.39540908,-0.06748618,-0.2801773
cheerful,-0.2253457,0.6684916,-0.4996685,-0.6989386,-0.51430005,-0.22581871,-0.47381753,-0.4394298,-0.015794657,-0.14100245,-0.13725042,0.78420615,0.5435967,-0.12958227,-0.16356836,-0.7820551,-0.33295605,0.90749925,-0.3790367,0.46109426,-0.12139856,-0.2472263,-0.34184927,-0.8419403,-0.079179466,-0.11110789,0.16301619,0.19868226,0.20391792,-0.17593,0.0081235925,0.26855016,0.36003718,-0.55295485,-0.43222845,-0.29609418,-0.31757417,-0.28751633,-0.89183706,-0.677754,-0.15050429,0.2939207,-0.23264275,-0.018837899,0.6719394,-0.2241399,0.14730003,-0.9411736,-0.05697562,0.38784668,0.8570362,0.06049168,-0.55164224,0.21371253,-0.073830016,-0.21561193,0.041891024,-0.28684315,0.003697168,0.26824144,0.20099083,-0.1532493,1.0489907,-0.02252597,0.11613096,0.068944834,0.76000756,0.18536669,-0.10147546,0.22185197,-0.2820689,-0.20692192,-0.43500128,-0.46256343,-0.034785032,-0.105790325,-0.24934375,0.124030165,0.34677848,0.097047,1.1584437,0.14348914,0.47664866,0.5388968,-0.09158566,-0.34784338,-0.34691682,-0.3945869,0.006361391,-0.21243873,-0.3039899,0.23927313,-0.21379149,-0.25673547,0.38576993,-0.096960194,-0.2928784,0.5025899,-0.61251473,-0.22916539
meditation,-1.0537004,-0.15640606,-0.7791353,0.09927267,0.15569432,0.41929382,-0.21672128,-0.6166291,0.48993546,0.6763535,-0.1345415,0.7657692,0.7837811,0.5911967,-0.49546805,-0.32806337,0.18049294,0.4719047,0.39410973,0.5097625,0.0438481,-0.11464887,-0.20380607,-0.30478647,0.066005535,-0.5563556,-0.0044846972,-0.86480856,0.22123328,0.060919218,-0.45030528,0.03267757,-0.13785733,0.63284487,-0.30092934,0.31739867,0.014104259,0.6253553,-0.6075865,-0.24288157,0.45154607,0.30782247,-0.6517082,-0.24901725,-0.34610692,-0.32413918,0.20813328,-0.79342043,0.67766815,0.34614858,-0.0844473,-0.088922225,-0.18884899,0.6884447,0.03862685,-0.20298544,-0.18751793,-0.48454908,1.1211965,0.2148154,0.16984427,-0.062888145,0.20893864,0.254669,-1.2193294,0.08498886,0.7648212,-0.7033599,0.06490914,-0.739202,0.35650486,-0.6046193,0.56302226,0.1375557,-1.080318,-0.6524621,-0.022563292,0.16069521,-0.42763424,0.2161701,0.61822027,0.06417379,-0.042616893,0.48040143,0.39609095,-0.54431087,0.26869768,-0.35787222,-0.019704843,-0.35879558,-0.42971918,0.82691145,-0.181792,0.6232777,0.52250224,-0.555169,-1.4129992,-0.37225923,-0.7191974,0.1678007
bored,-0.06362273,0.5268231,-1.5587491,-0.62705845,0.1697815,0.48093122,-0.5659728,0.59822077,0.28232253,0.070933305,0.07764299,-1.089823,0.2812058,-0.33098817,0.37576258,-0.6050304,-1.6583178,0.6070286,0.056521945,1.0461508,1.082,0.055293947,-0.4063639,0.321509,0.26592675,0.5029088,-0.24011204,0.20056055,0.3275353,0.19085434,-0.31547618,0.17419037,-0.35751584,0.110868685,-1.4091338,0.4945691,0.05249924,0.045431808,0.2987592,-1.2764424,-0.11352151,-0.19701606,-0.8703164,-0.078741714,0.08409461,-1.1023401,-0.455092,-1.0391121,0.45174748,-0.7961689,1.3854946,1.2050174,-0.03312493,0.10428002,-1.8186666,0.2051272,0.8853066,-0.16446555,1.2864697,-0.73330617,0.568989,-0.5531119,-0.3351026,-0.9203329,0.6523074,-0.8655922,0.3461182,0.69185895,0.62507504,0.06788626,0.029579727,-0.4389326,0.5075673,-0.07312738,0.15745287,-0.8909447,0.87541544,0.25997165,0.21569827,-0.14767192,0.38842532,0.45647213,0.2938104,0.9175598,-0.096517645,-0.05299268,0.1705528,-2.283443,0.3764589,-0.5111575,-0.66793716,0.5887244,-0.43163174,-0.48305684,0.34210363,-0.29642388,-0.26853096,-0.2776618,-0.15478152,0.8782323
passionate,0.36607534,0.7567295,-0.54069746,-0.4530325,0.251282,-0.17974338,-0.43111184,-0.045300268,0.25517583,-0.11181579,-0.5713828,-0.12397285,-0.08445168,0.22688077,0.24483761,0.037264075,0.19580615,-0.14965689,-0.42584863,-0.2693627,-0.32100597,0.37810636,-0.18253495,-0.7057306,0.047584016,0.23631997,-0.26023015,-0.56543964,-0.43761167,-0.11055285,-0.25799903,-0.34090862,-0.052490536,-0.142894,-0.2503387,-0.23836714,-0.3597222,0.20939133,-0.038644265,-0.5283384,0.024567232,0.20571245,-0.057901774,-0.42484194,0.40209228,-0.1336945,-0.25291142,0.20151395,0.5690965,-0.12108552,0.89389324,0.1287257,-0.062309235,0.2909998,-0.4238018,0.37930486,0.05798646,0.06130839,0.9153863,0.8207384,-0.2511448,-0.47339523,0.5598381,-0.07069797,-0.896905,0.11615808,0.8523687,-0.44840688,-0.26395914,0.41898614,-0.33389723,0.047359776,0.13058762,-0.08386202,-0.32131356,-0.039018713,-0.16010621,0.19969065,-0.13316952,-0.22889173,0.41750115,-0.07640488,0.4997803,-0.096861035,-0.26479554,-1.4165249,-0.081466995,-0.29868904,0.7185022,0.082278535,-0.71837133,0.2046766,-0.23322685,0.6922329,1.1850913,-0.5907258,-0.63478696,-0.038635276,0.30939907,0.26511678
sorrow,0.6658718,0.3952687,-1.0641587,-0.55320597,0.09680164,0.39133465,0.36853555,0.0090157185,0.09150938,-0.6091559,-0.040387005,0.24154887,1.1117541,-0.77302474,-0.10725515,1.0669816,-0.31130752,0.3602417,0.63420975,0.22968149,0.048114736,0.533433,-0.5417827,-0.85503167,-0.4138859,0.39344963,-0.053272188,-0.47273692,-0.41755617,-0.32469344,-0.44758412,-0.3094861,-0.88656354,-0.35699114,0.32960078,0.23557813,0.1741338,-0.44053477,0.0791151,-0.031036075,-0.2198844,0.45638683,0.35740218,-0.81249225,-0.29122794,-0.13461746,-0.43653974,-0.5793442,1.0703174,-0.29957414,0.6159612,0.6501646,-0.8054196,0.2588839,-0.26754326,0.49684283,0.28938794,-0.4082438,0.34604144,0.5755468,-0.3931654,0.21190453,0.11284419,-0.6259303,-1.0952426,0.19278865,0.9491826,-0.17436938,0.22820437,0.512622,0.66084075,1.0964292,0.10964859,0.41445097,-0.6427367,-1.1786221,0.11597027,0.4834982,-0.4612118,-0.0968087,-0.047772266,0.71408373,1.0443078,0.21745922,-0.076997146,-0.53950405,-0.063579395,-0.13004889,0.30815405,-0.17487274,0.17997764,1.2837294,-0.13833329,-0.073194064,0.41250476,-0.28734902,-0.28251886,-0.050976846,-0.09990158,0.22589599
frustrated,0.46492544,0.1742279,-0.17616966,-1.0312808,-0.19961087,-0.02755933,0.06859938,-0.8333786,-0.7711903,-0.9123402,-0.45045158,0.5281151,0.4849752,-1.0371118,0.18161872,0.2906038,-0.207591,0.33145025,-0.99114794,0.26305145,-0.3490033,0.5139435,-1.3735124,-0.11872491,-0.36046806,-0.3014533,-1.1286938,-0.801059,0.9174097,0.9726923,-1.2745148,0.6624279,0.038963284,0.37490556,0.053950448,0.6258747,-0.46638873,-0.59486663,0.6570718,0.08094994,-0.005152124,0.6347346,1.5407659,0.3924726,0.6542212,0.06012902,0.04357794,-0.39576688,0.33885133,0.24208848,0.020586718,-0.23523822,0.03399157,0.19499053,-1.2331845,0.45354703,-0.2748233,0.20739537,0.7937382,0.19496483,0.7945683,-0.3629295,0.2737637,0.4133277,-0.17563416,-1.3306488,0.35149145,0.13614476,0.8478762,-0.8207115,-0.13159223,0.62020487,-0.4221795,-0.39190465,-0.55026585,-0.6734164,-1.3899977,-0.8862828,-0.82501143,-0.5307552,0.72611785,0.06682859,0.7945836,0.6004947,-1.4180653,-0.5315242,0.7449893,0.015739625,0.7489322,0.64520967,-0.061452758,-0.0006278359,0.004540917,0.0055255084,1.0213517,-0.59060293,-0.7420803,-0.27696455,0.33269307,-0.070110634
miserable,-0.19857837,0.44488966,-1.6875961,-0.55737734,0.37663433,0.41199026,0.3542493,-0.3696035,-0.008639764,-0.047293402,-0.79378307,0.6286146,1.4338193,0.23644988,-0.12429648,-0.56527954,-0.6362199,1.2942921,1.3981771,0.1696133,0.14478181,0.06715347,-0.5950392,-0.0951815,0.0755984,0.6732613,0.17543398,-0.04435289,-0.048539888,-0.95150363,-1.0183396,-1.5282913,-0.48604617,-0.6073596,0.3768972,0.17049482,-0.6773353,0.16760524,-0.092497535,0.45457283,-0.687742,0.7470426,-0.56080776,-0.77079314,-0.5062638,-0.860553,-0.09902369,-0.10888253,0.3690335,-0.19916387,0.42789775,-0.2755608,1.1886145,0.91680104,-1.4116637,-0.2897457,-0.5629453,0.72833157,0.2543231,0.00088520336,-0.30091876,-0.7498916,-0.21038027,-0.65596473,0.07771708,0.21377426,0.93750477,-0.036821395,0.5397808,-0.38915393,0.6645364,-0.054430883,0.36121303,-0.22528635,-0.62843126,-0.7340999,0.39731404,-0.3610787,-0.21187365,0.66296893,0.4871178,-0.18091503,0.29268137,-0.10134239,0.18379092,-0.58217186,-0.012076645,-0.028713787,-0.13843097,-0.44591102,-1.1392155,0.39605653,-0.36035934,0.42305583,0.7388814,0.7366386,-0.6039766,-0.119459376,0.9157764,-0.085781015
hopeful,0.2924514,0.31415436,-0.46576765,-1.0596646,-0.78997,0.97978246,0.25182542,-0.29064298,0.3670845,-0.012511008,-0.4496351,0.30675736,0.21252774,0.1558205,0.18540576,-0.12898263,-0.6494552,0.34567475,-0.059134748,0.7529438,0.17461397,0.7792952,-0.5136349,-0.7077612,-0.7975423,-0.51051486,0.10541208,-0.7898924,0.16687329,-0.3022105,-0.11296393,-0.19190964,-0.30354443,-0.26195234,-0.5170887,-0.10642066,-0.4995866,0.83441883,-0.08821462,-0.006101012,-0.81510806,0.33414945,-0.010703784,0.15498114,-0.1405081,-0.31485122,-0.1738878,-0.6923842,-0.23365124,-0.13502987,-0.061447892,0.086762175,0.5368937,-0.045960687,-0.30228624,0.016311172,0.446994,0.027006872,0.36037016,0.46379486,-0.11336752,0.124490134,0.9589379,0.05709507,-0.16522336,0.025831548,0.36113784,-0.3499226,0.13032217,-0.71851957,0.14767395,-0.26939997,-0.09818262,0.11366661,-0.31631425,-0.5631481,-0.03869877,-0.13252148,0.3178043,-0.20470116,0.11164123,0.11766885,0.15575275,0.69985265,-0.575307,-1.3545032,0.2534973,0.19248061,-0.08524272,0.0120219,-0.3060319,0.7570459,-0.08679339,-0.25867116,-0.043699436,-0.33888486,0.42336306,-0.31401777,-0.26551405,0.26670286
heartfelt,0.2829114,0.35363686,-0.68398464,-0.5463832,-0.5240504,0.31801176,0.21420139,-0.63502145,0.5594252,-0.28896144,-0.30593145,0.35083726,0.12464859,0.13957196,0.293969,-0.17954263,-0.072868876,-0.25344557,-0.3949308,0.15048902,-0.399861,-0.1501581,-0.6315457,-0.66945875,-0.73324573,-0.19225734,0.35448006,-0.08676713,0.4736197,0.22487584,-0.54113185,-0.6153345,-0.19309075,0.18276972,-0.0047012707,-0.46527204,-0.16263193,-0.17116663,-0.40839413,-0.25126225,-0.62158513,-0.09762384,-0.29190448,-0.68021077,-0.44324157,-0.08960021,0.2817534,-0.46237537,-0.120402396,-0.8775527,0.46426323,0.25809073,0.5870999,0.19372177,-0.4914881,0.36583495,0.2007338,0.09170702,0.28399783,0.015667936,-0.122989185,0.19995098,0.5791551,0.43319255,-0.19008555,-0.1331972,0.38044363,-0.70150447,-0.13022304,0.0851049,-0.32774696,-0.5238259,-0.07887884,-0.083054364,-0.083875306,-0.008290293,-0.5042338,-0.44569933,0.05862545,0.6432056,1.0075871,-0.087809056,1.7675015,0.7141482,-0.047408696,-0.89887863,0.054158166,0.38079125,0.044672795,-0.06264991,-0.7238434,0.4134773,-0.3896221,0.15933889,0.87933666,-0.718449,-0.20566776,-0.05648904,-0.38069454,0.22685538
interested,-0.40609673,-0.44662493,0.2559118,-0.5465249,-0.38797832,1.1366588,-0.9517729,-0.47802052,0.30698702,-0.418085,-1.0463005,0.57379574,0.70138204,-1.2416887,0.1617381,0.16524486,-0.9279192,0.6798995,0.22393647,-0.02876795,0.13495043,0.11984848,-0.80078906,-1.205096,-0.9312129,0.013096636,-0.58132315,-0.55266255,0.20716046,-0.105152875,-0.97718847,-0.5813219,0.116772555,0.020598153,-0.30570784,0.6873007,-0.68362945,-0.8141375,-0.83141947,-0.4609969,0.11518743,-0.0007826236,-0.043623466,-0.044721384,1.1149864,0.9635412,0.4074301,-0.56477296,-0.06776521,-0.011917979,0.6147199,0.80793357,0.76656073,0.2389222,-0.6758512,0.5028628,0.6964059,0.39923832,0.21554826,-0.436091,0.39903912,0.09845995,0.5324425,-0.71111745,-0.39234436,0.26161495,0.8268825,-0.58940196,0.49304253,-0.22866718,0.21224111,-0.6631063,0.8824079,0.15367065,-0.76356363,-0.19669099,-0.16193847,1.2649175,1.1955131,0.00686339,-0.31000206,-0.46180564,-0.76561606,1.2018375,-0.30094445,-0.83141714,-0.76230997,-0.09154135,0.92014444,0.25348943,-1.0229065,0.56694883,-0.41258734,0.73517233,0.7815137,1.322329,0.23597655,0.15517694,-0.77542126,-0.6648386
comfort,-0.23487067,-0.21687306,-1.1645422,-0.25892153,0.2275023,0.10503419,-0.06551551,-0.43298405,0.23886675,-0.31487483,0.4537703,0.033032756,1.0864527,-0.6270958,0.04738658,-0.21089864,-0.675767,0.9171059,0.31208014,-0.18994541,0.05634542,0.07415058,-0.11252367,-0.448242,-0.59279287,0.5898071,-0.36376944,-0.4237067,-0.9320642,-0.70480686,-0.40358678,-0.5787222,-0.19459738,-0.33037072,0.12366061,-0.6618049,0.40669718,0.50668156,-0.22715066,0.09703771,-0.06307612,0.28066692,0.044583425,-0.98678803,0.2795696,-0.253336,-0.45977652,0.38473198,0.8111528,-0.004677467,0.095912606,-0.43922046,0.25435647,0.2886732,-0.6469082,0.30177385,0.017283045,0.06377905,0.6148535,-0.04324173,0.190372,-0.50312704,-0.003112929,-0.99446493,-1.2808532,-0.41883457,0.9465073,-0.8029567,-0.01483305,0.49066263,0.11850222,0.4117841,-0.06376232,0.09663304,-0.5397515,-0.8682865,0.30089918,-0.16627418,-0.4055757,-0.25102127,0.5757987,0.1026833,0.91160077,0.8754713,-0.26535186,-0.80733395,-0.7400702,0.5525138,-0.36148393,0.37588528,0.06002172,0.61477304,-0.4725282,0.13191013,0.049987298,-0.10756616,-0.18184671,0.31900075,0.41899014,-0.794279
ambition,0.8995343,1.0248832,-1.1325114,-1.0761621,0.30027038,0.4051229,0.63785785,-0.46570674,0.008155506,-0.105937205,0.70761335,0.5647404,1.2280306,0.06106023,0.013540482,-0.20972966,-0.057768926,-0.5862485,-0.7377713,0.669829,-0.7326434,0.35723346,0.5426857,-0.46034306,0.40065828,0.00879163,-0.3417038,0.19174714,0.3990865,-0.030598424,-1.6433668,-0.17271574,0.5344534,1.0021398,0.4889162,0.2455793,-0.9155194,0.5693814,0.33516714,0.102084145,0.357957,-0.30085528,-0.20826903,-0.11729007,1.2514569,-0.057291735,-1.2350782,-1.2764496,-0.8141946,0.08913505,0.2063662,0.41445574,1.1023362,0.89702886,0.17457661,0.18969926,0.65966016,-0.5453747,-0.17694962,0.13663954,0.6756062,-0.25609857,0.6367935,0.25848037,0.12745756,0.45170653,-0.08868516,0.47543347,0.07600651,0.5677405,0.25831512,-0.4915601,0.058415484,-0.70738214,-0.38113868,-0.34150133,-0.27942047,-0.07904546,0.72330314,0.5986729,-0.717546,-0.054846745,-0.07372016,0.6200766,-0.64894736,-0.3824984,-0.62631136,0.468126,0.3465424,0.13799025,-0.478431,0.87900466,0.45481133,0.2560479,-0.9083503,-0.039772898,0.0538178,0.27462986,-0.7976139,0.005126418
